152;555;Nancy Haigh;NULL;1;Art
153;556;Emma Thomas;12.09.1971;1;Production
154;557;Colleen Atwood;NULL;0;Costume  MakeUp
155;560;Patti Podesta;NULL;1;Art
156;562;Richard LeGrand Jr.;NULL;0;Sound
157;563;Dody Dorn;04/20/1955;1;Editing
158;566;Anne Walker-McBay;NULL;1;Production
159;568;Kim Krizan;11.01.1961;1;Writing
160;571;Andrea Eckert;09/17/1958;1;Acting
161;574;Tex Rubinowitz;NULL;0;Acting
162;576;Lee Daniel;NULL;0;Camera
163;580;Sandra Adair;NULL;1;Editing
164;582;Sheri Galloway;NULL;0;Editing
165;586;Sean Young;11/20/1959;1;Acting
166;589;Daryl Hannah;12.03.1960;1;Acting
167;592;Joe Turkel;07/15/1927;0;Acting
168;593;Joanna Cassidy;8.02.1945;1;Acting
169;597;Jane Feinberg;NULL;1;Production
170;599;Marci Liroff;NULL;1;Production
171;600;Marsha Nakashima;NULL;1;Editing
172;602;Linda DeScenna;1.01.1949;1;Art
173;603;Leslie McCarthy-Frankenheimer;10.02.1948;1;Art
174;606;Charles Knode;NULL;0;Costume  MakeUp
175;611;Cindy Davis;12.11.1967;1;Writing
176;613;Sumi Shimamoto;12.08.1954;1;Acting
177;614;Mahito Tsujimura;NULL;0;Acting
178;615;Hisako Kyouda;02/22/1935;1;Acting
179;618;K?hei Miyauchi;NULL;0;Acting
180;621;Rihoko Yoshida;01/24/1949;0;Acting
181;623;Mina Tominaga;4.03.1966;1;Acting
182;624;Yoshiko Sakakibara;05/31/1956;1;Acting
183;625;Iemasa Kayumi;10/31/1932;0;Acting
184;626;Tetsuo Mizutori;NULL;0;Acting
185;627;Rick Dempsey;NULL;0;Production
186;630;Mark Henley;NULL;0;Camera
187;631;Ned Lott;NULL;0;Production
188;632;Naoki Kaneko;NULL;0;Editing
189;633;Tomoko Kida;NULL;1;Editing
190;635;Shigeharu Shiba;NULL;0;Sound
191;642;Laura Lau;03/31/1963;1;Production
192;643;Gong Li;12/31/1965;1;Acting
193;644;Blanchard Ryan;1.12.1967;1;Acting
194;650;Karen Allen;10.05.1951;1;Acting
195;651;Louise Lemoine Torr?s;NULL;1;Acting
196;657;Mariane Plasteig;NULL;1;Acting
197;668;Mary Selway;03/14/1936;1;Production
198;678;Martina Gedeck;09/14/1961;1;Acting
199;679;Franka Potente;07/22/1974;1;Acting
200;680;Corinna Harfouch;10/16/1954;1;Acting
201;681;Nina Hoss;7.07.1975;1;Acting
202;683;Jasmin Tabatabai;6.08.1967;1;Acting
203;685;Nina Kronj?ger;02/26/1967;1;Acting
204;687;Gloria Katz;10/25/1942;1;Writing
205;689;Kate Capshaw;11.03.1953;1;Acting
206;692;Jennifer Ulrich;10/18/1984;1;Acting
207;699;Chua Kah Joo;NULL;0;Acting
208;709;Ingrid Henn;NULL;0;Art
209;710;An Dorthe Braker;NULL;1;Production
210;714;Ulrike Kriener;12/24/1954;1;Acting
211;717;Eleanor Bergstein;NULL;1;Writing
212;718;Linda Gottlieb;NULL;1;Production
213;722;Jennifer Grey;03/26/1960;1;Acting
214;724;Cynthia Rhodes;11/21/1956;1;Acting
215;727;Jane Brucker;05/14/1958;1;Acting
216;728;Kelly Bishop;02/28/1944;1;Acting
217;734;Paula Trueman;1897-04-25;1;Acting
218;739;Alison Doody;11.11.1966;1;Acting
219;749;Isla Blair;09/29/1944;1;Acting
220;750;Maggie Cartier;NULL;1;Production
221;751;Valorie Massalas;NULL;1;Production
222;752;Judy Taylor;NULL;1;Production
223;758;Bero Beyer;NULL;0;Production
224;759;Antoine H?berl?;NULL;0;Camera
225;760;Sander Vos;NULL;0;Editing
226;765;Hiam Abbass;11/30/1960;1;Acting
227;767;Jina Sumedi;NULL;0;Sound
228;768;Pierre Hodgson;NULL;0;Writing
229;779;Lisa Eilbacher;5.05.1956;1;Acting
230;789;Joel Bailey;NULL;0;Acting
231;791;Mohammad Bustami;NULL;0;Acting
232;804;Erich Lackner;NULL;0;Production
233;805;Rolf Schmid;NULL;0;Production
234;806;Shankar Loutakke;NULL;0;Acting
235;813;Pierre Unik;NULL;0;Writing
236;815;Ram?n Ac?n;NULL;0;Production
237;817;Rafael S?nchez Ventura;NULL;0;Writing
238;821;Beverly D'Angelo;11/15/1951;1;Acting
239;823;Jennifer Lien;08/24/1974;1;Acting
240;826;Fairuza Balk;05/21/1974;1;Acting
241;836;Andr? F. Nebe;NULL;0;Directing
242;841;Raoul B. Reinert;NULL;0;Production
243;843;Katrin Lehnert;NULL;0;Writing
244;845;Sven O. Hill;NULL;0;Camera
245;847;Ursula Buschhorn;05/16/1969;0;Acting
246;849;Eli Lotar;NULL;0;Crew
247;850;Diana Karsten;NULL;0;Editing
248;851;Anne Dudley;5.07.1956;1;Sound
249;855;Lee Remick;12/14/1935;1;Acting
250;859;Valerie McCaffrey;05/13/1955;1;Production
251;860;Eve Arden;04/30/1908;1;Acting
252;861;Kathryn Grant;11/25/1933;1;Acting
253;868;Faysal Omer;NULL;0;Production
254;869;Gale Anne Hurd;10/25/1955;1;Production
255;875;Peter Polsak-Lohmann;NULL;0;Camera
256;877;Richard Carruth;NULL;0;Sound
257;881;Irving Rosenberg;NULL;0;Camera
258;882;Liv Tyler;7.01.1977;1;Acting
259;885;James Almond;NULL;0;Lighting
260;891;Moritz Hoffmeister;NULL;0;Sound
261;897;Bonnie Timmermann;NULL;1;Production
262;901;Rita Lengyel;1.01.1973;1;Acting
263;904;Jeffrey L. Kimball;NULL;0;Camera
264;907;Magali Guidasci;NULL;1;Costume  MakeUp
265;910;Steve Grumette;NULL;0;Visual Effects
266;913;Warren Skaaren;3.09.1946;0;Writing
267;914;Anna Haas;NULL;1;Directing
268;917;Jesko Klatt;NULL;0;Camera
269;919;Jan Raiber;NULL;0;Visual Effects
270;921;Brigitte Nielsen;07/15/1963;1;Acting
271;926;Ola Ray;08/26/1960;1;Acting
272;928;Rebecca Ferratti;11/27/1964;0;Acting
273;935;Connie Nielsen;7.03.1965;1;Acting
274;946;Janty Yates;1.01.1950;1;Costume  MakeUp
275;948;Lisa Gerrard;4.12.1961;1;Sound
276;951;Colin Coull;NULL;0;Visual Effects
277;953;Cecilia Roth;8.08.1958;1;Acting
278;954;Marisa Paredes;4.03.1946;1;Acting
279;955;Pen?lope Cruz;04/28/1974;1;Acting
280;958;Candela Pe?a;07/14/1973;1;Acting
281;961;Antonia San Juan;05/22/1961;1;Acting
282;962;Rosa Mar?a Sard?;07/30/1941;1;Acting
283;963;Toni Cant?;NULL;0;Acting
284;967;Iain Andrews;NULL;0;Art
285;968;Eve Mavrakis;NULL;0;Art
286;970;Celestia Fox;NULL;1;Production
287;971;Niven Howie;NULL;0;Editing
288;983;Diego Garrido;NULL;0;Sound
289;985;Nick Marcq;NULL;0;Acting
290;998;Sylvie Landra;NULL;1;Editing
291;1002;Fran?oise Beno?t-Fresco;NULL;1;Art
292;1008;Keith A. Glascoe;12.09.1962;0;Acting
293;1011;Susanne Bier;04/15/1960;1;Directing
294;1014;Karen Bentzon;NULL;0;Production
295;1015;Sisse Graum J?rgensen;NULL;0;Production
296;1016;Jonas Frederiksen;NULL;0;Production
297;1017;Sonja Richter;1.04.1974;1;Acting
298;1021;Stine Bjerregaard;9.05.1986;0;Acting
299;1025;Ronnie Lorenzen;NULL;0;Acting
300;1029;Per Streit;NULL;0;Sound
301;1031;Thomas Krag;NULL;0;Editing
302;1036;Cybill Shepherd;02/18/1950;1;Acting
303;1038;Jodie Foster;11/19/1962;1;Acting
304;1041;Diahnne Abbott;5.01.1945;1;Acting
305;1043;Gino Ardito;NULL;0;Acting
306;1046;Juliet Taylor;NULL;1;Production
307;1050;Herbert F. Mulligan;NULL;0;Art
308;1051;Ruth Morley;11/19/1925;1;Costume  MakeUp
309;1054;James Fritch;NULL;0;Sound
310;1056;Sam Gemette;NULL;0;Sound
311;1063;Lea Thompson;05/31/1961;1;Acting
312;1066;Claudia Wells;7.05.1966;1;Acting
313;1068;Wendie Jo Sperber;09/15/1958;1;Acting
314;1069;George DiCenzo;04/21/1940;0;Acting
315;1070;Frances Lee McCain;07/28/1944;1;Acting
316;1074;Harry Waters, Jr.;NULL;0;Acting
317;1078;Mathilde Bonnefoy;3.11.1972;1;Editing
318;1080;Monika Jacobs;NULL;0;Costume  MakeUp
319;1082;Nina Petri;07/16/1963;1;Acting
320;1097;Jackie Burch;NULL;1;Production
321;1102;Elpidia Carrillo;04/16/1961;1;Acting
322;1113;Lucinda Syson;NULL;1;Production
323;1123;Andy Beckwith;NULL;0;Acting
324;1128;Agnieszka Holland;11/28/1948;1;Directing
325;1137;Juliette Binoche;3.09.1964;1;Acting
326;1138;Beno?t R?gent;08/19/1953;0;Acting
327;1139;Florence Pernel;06/30/1966;1;Acting
328;1140;Charlotte V?ry;NULL;0;Acting
329;1141;H?l?ne Vincent;9.09.1943;1;Acting
330;1144;Urszula Lesiak;NULL;0;Editing
331;1146;Julie Delpy;12/21/1969;1;Acting
332;1156;Alixe Gordin;NULL;0;Production
333;1160;Michelle Pfeiffer;04/29/1958;1;Acting
334;1161;Mary Elizabeth Mastrantonio;11/17/1958;1;Acting
335;1163;Miriam Col?n;08/20/1936;1;Acting
336;1175;Morten S?borg;08/18/1964;0;Camera
337;1176;Lone Scherfig;5.02.1959;1;Directing
338;1178;J?rgen Johansson;NULL;0;Camera
339;1179;Gerd Tjur;NULL;0;Editing
340;1182;Sara Indrio Jensen;1.04.1975;1;Acting
341;1183;Ann Eleonora J?rgensen;10/16/1965;1;Acting
342;1185;Anette St?velb?k;NULL;0;Acting
343;1191;Seung-jae Lee;NULL;0;Production
344;1192;Kim So-hee;02/15/1970;1;Acting
345;1194;Raimond Goebel;02/14/1957;0;Production
346;1195;Bon-seung Ku;NULL;0;Sound
347;1204;Julia Roberts;10/28/1967;1;Acting
348;1209;Elinor Donahue;04/19/1937;1;Acting
349;1212;Laura San Giacomo;11/14/1962;1;Acting
350;1217;Priscilla Nedd-Friendly;1.01.1955;1;Editing
351;1219;Amy Yasbeck;9.12.1962;1;Acting
352;1220;Judith Baldwin;03/26/1946;1;Acting
353;1221;Dianne Crittenden;NULL;1;Production
354;1228;Tricia Cooke;NULL;1;Editing
355;1231;Julianne Moore;12.03.1960;1;Acting
356;1234;Tara Reid;11.08.1975;1;Acting
357;1239;Jimmie Dale Gilmore;NULL;0;Acting
358;1242;James G. Hoosier;NULL;0;Acting
359;1245;Scarlett Johansson;11/22/1984;1;Acting
360;1246;Emily Mortimer;12.01.1971;1;Acting
361;1249;Penelope Wilton;6.03.1946;1;Acting
362;1252;Alisa Lepselter;NULL;1;Editing
363;1256;Oscar Fraley;NULL;0;Writing
364;1257;Eliot Ness;NULL;0;Writing
365;1260;William A. Elliott;NULL;0;Art
366;1262;Mali Finn;3.08.1938;1;Production
367;1265;Letty Aronson;1.01.1943;1;Production
368;1266;Nicky Kentish Barnes;NULL;0;Production
369;1276;Patricia Clarkson;12/29/1959;1;Acting
370;1278;Steven Goldstein;NULL;0;Acting
371;1279;Peter Aylward;NULL;0;Acting
372;1283;Helena Bonham Carter;05/26/1966;1;Acting
373;1285;AnnaSophia Robb;12.08.1993;1;Acting
374;1286;Julia Winter;03/17/1993;1;Acting
375;1293;Franziska Troegner;07/18/1954;1;Acting
376;1294;Missi Pyle;11/16/1972;1;Acting
377;1302;Susie Figgis;1.01.1948;1;Production
378;1304;Gabriella Pescucci;NULL;1;Costume  MakeUp
379;1316;Joe Bleakley;NULL;0;Art
380;1318;Rob Outterside;NULL;0;Art
381;1322;Ngila Dickson;1.01.1958;1;Costume  MakeUp
382;1324;Victoria Burrows;NULL;1;Production
383;1326;Liz Mullane;NULL;1;Production
384;1335;Wang Bin;NULL;0;Writing
385;1338;Maggie Cheung;09/20/1964;1;Acting
386;1339;Zhang Ziyi;2.09.1979;1;Acting
387;1342;Liu Zhong Yuan;NULL;0;Acting
388;1343;Zheng Tia Yong;NULL;0;Acting
389;1344;Yan Qin;NULL;0;Acting
390;1345;Chang Xiao Yang;NULL;0;Acting
391;1346;Bertrand Lenclos;NULL;0;Sound
392;1349;Shoufang Dou;NULL;0;Production
393;1350;Ir?ne Jacob;07/15/1966;1;Acting
394;1353;Zhang Weiping;NULL;0;Production
395;1354;Fr?d?rique Feder;NULL;0;Acting
396;1355;Zhenyan Zhang;NULL;0;Production
397;1358;Tingxiao Huo;NULL;0;Art
398;1360;Dun Tan;NULL;0;Sound
399;1361;Angie Lam;12.06.1965;1;Editing
400;1362;Vincent Lee;NULL;0;Editing
401;1363;Ru Zhai;NULL;0;Editing
402;1364;Zhenzhou Yi;NULL;0;Art
403;1374;Elizabeth Fraser;08/29/1963;1;Sound
404;1377;Jabez Olssen;NULL;0;Editing
405;1378;Jacek Petrycki;NULL;0;Camera
406;1379;Krystyna Rutkowska;1.01.1923;0;Editing
407;1380;Jacek Szeligowski;NULL;0;Production
408;1384;Gra?yna Szapo?owska;09/19/1953;1;Acting
409;1385;Maria Pakulnis;7.02.1956;0;Acting
410;1387;Artur Barci?;8.12.1956;0;Acting
411;1391;Krzysztof Krzemi?ski;NULL;0;Acting
412;1393;Wac?aw Ulewicz;NULL;0;Acting
413;1394;Miros?aw Siedler;NULL;0;Acting
414;1395;Pawe? Nowisz;NULL;0;Acting
415;1396;Hanna Krall;NULL;0;Writing
416;1397;Krzysztof Pakulski;NULL;0;Camera
417;1398;Jan Kanty Pawluskiewicz;NULL;0;Sound
418;1399;Andrzej Rafal Waltenberger;NULL;0;Art
419;1401;El?bieta Kurkowska;1.01.1940;0;Editing
420;1408;Marzena Tryba?a;NULL;0;Acting
421;1415;Ursula K. Le Guin;10/21/1929;1;Writing
422;1416;Keiko Niwa;NULL;1;Writing
423;1421;Porter Bibb;NULL;0;Production
424;1422;Roland Schneider;NULL;0;Acting
425;1423;Joanne Burke;NULL;0;Editing
426;1425;Robert Farren;NULL;0;Editing
427;1426;Ellen Giffard;NULL;0;Editing
428;1427;Kent McKinney;NULL;0;Editing
429;1433;Marty Balin;NULL;0;Acting
430;1437;Dick Carter;NULL;0;Acting
431;1438;Jack Casady;NULL;0;Acting
432;1439;Mike Clarke;NULL;0;Acting
433;1440;Sam Cutler;NULL;0;Acting
434;1441;Spencer Dryden;NULL;0;Acting
435;1443;Chris Hillman;NULL;0;Acting
436;1444;Meredith Hunter;NULL;0;Acting
437;1445;Paul Kantner;NULL;0;Acting
438;1446;Jorma Kaukonen;NULL;0;Acting
439;1447;Pete Kleinow;NULL;0;Acting
440;1448;Michael Lang;NULL;0;Acting
441;1449;Bernie Leadon;NULL;0;Acting
442;1450;Phil Lesh;NULL;0;Acting
443;1451;Gram Parsons;NULL;0;Acting
444;1452;Alan Passaro;NULL;0;Acting
445;1454;Rock Scully;NULL;0;Acting
446;1455;Michael Shrieve;NULL;0;Acting
447;1456;Grace Slick;10/30/1939;1;Acting
448;1459;Tina Turner;11/26/1939;1;Acting
449;1467;Del Pentecost;11/13/1963;0;Acting
450;1474;Mia Tate;NULL;1;Acting
451;1475;Musetta Vander;05/26/1963;1;Acting
452;1476;Christy Taylor;06/29/1974;1;Acting
453;1477;Charlotte Zwerin;08/15/1931;1;Directing
454;1478;Millford Fortenberry;NULL;0;Acting
455;1484;Ellen Chenoweth;NULL;1;Production
456;1488;Albert Grossman;NULL;0;Production
457;1490;Joan Baez;1.09.1941;1;Acting
458;1492;Tito Burns;NULL;0;Acting
459;1494;Derroll Adams;NULL;0;Acting
460;1495;John Court;NULL;0;Production
461;1507;Leila Hyams;5.01.1905;1;Acting
462;1508;Olga Baclanova;1893-08-19;1;Acting
463;1512;Daisy Earles;04/29/1907;1;Acting
464;1513;Rose Dione;1878-10-22;1;Acting
465;1514;Daisy Hilton;NULL;1;Acting
466;1515;Violet Hilton;NULL;1;Acting
467;1517;Josephine Joseph;1.01.1913;0;Acting
468;1518;Frances O'Connor;6.12.1967;1;Acting
469;1519;Koo Koo;NULL;0;Acting
470;1521;Prince Randian;NULL;0;Acting
471;1533;Andie MacDowell;04/21/1958;1;Acting
472;1536;Marita Geraghty;03/26/1962;1;Acting
473;1537;Angela Paton;1.11.1930;1;Acting
474;1540;Robin Duke;03/13/1954;1;Acting
475;1545;Hamilton Deane;NULL;0;Writing
476;1548;Helen Chandler;2.01.1906;1;Acting
477;1553;Maurice Pivar;NULL;0;Editing
478;1556;E. M. Asher;NULL;0;Production
479;1559;Birgitte Hald;NULL;1;Production
480;1560;Morten Kaufmann;NULL;0;Production
481;1562;Iben Hjejle;03/22/1971;1;Acting
482;1563;Jesper Asholt;5.11.1960;0;Acting
483;1564;Sofie Gr?b?l;07/30/1968;1;Acting
484;1565;Emil Tarding;NULL;0;Acting
485;1567;Mette Bratlann;NULL;0;Acting
486;1568;Susanne Storm;NULL;0;Acting
487;1569;Ellen Hillings?;3.09.1967;1;Acting
488;1572;Morten Degnbol;NULL;0;Sound
489;1573;Hans M?ller;NULL;0;Sound
490;1574;Stine Bruel;NULL;0;Production
491;1575;Vagn Rose;NULL;0;Editing
492;1576;Peter Darling;NULL;0;Crew
493;1579;Maggie Gyllenhaal;11/16/1977;1;Acting
494;1580;Daveigh Chase;07/24/1990;1;Acting
495;1581;Mary McDonnell;04/28/1952;1;Acting
496;1584;Mark Hoffman;NULL;0;Acting
497;1585;Patience Cleveland;05/23/1931;1;Acting
498;1588;Nancy Juvonen;05/18/1967;1;Production
499;1591;Sam Bauer;NULL;0;Editing
500;1594;Michelle Morris;NULL;1;Production
501;1596;Jennifer Barak;NULL;0;Sound
502;1599;Jazzie Mahannah;NULL;0;Acting
503;1606;Francisco Boira;08/26/1971;0;Acting
504;1609;Ra?l Garc?a Forneiro;NULL;0;Acting
505;1615;Du Lu Wang;NULL;0;Writing
506;1618;Kuo Jung Tsai;NULL;0;Writing
507;1620;Michelle Yeoh;8.06.1962;1;Acting
508;1623;Sihung Lung;1.01.1930;0;Acting
509;1624;Cheng Pei-Pei;12.04.1946;1;Acting
510;1625;Fa Zeng Li;NULL;0;Acting
511;1626;Xian Gao;NULL;0;Acting
512;1627;Yan Hai;NULL;0;Writing
513;1628;De Ming Wang;NULL;0;Acting
514;1629;Li Li;NULL;1;Acting
515;1631;Peter Asmussen;NULL;0;Writing
516;1634;Anders Refn;NULL;0;Editing
517;1636;Timmy Yip;NULL;0;Art
518;1637;Joachim Holbek;NULL;0;Sound
519;1638;Eugene Gearty;NULL;0;Sound
520;1639;Emily Watson;01/14/1967;1;Acting
521;1641;Katrin Cartlidge;05/15/1961;1;Acting
522;1644;Jonathan Hackett;NULL;0;Acting
523;1645;Sandra Voe;10.06.1936;1;Acting
524;1647;Mikkel Gaup;01/16/1968;0;Acting
525;1649;Robert Robertson;NULL;0;Acting
526;1652;Marcel Moussy;5.07.1924;0;Writing
527;1654;Claire Maurier;03/27/1929;1;Acting
528;1656;Guy Decomble;NULL;0;Acting
529;1659;Patrick Auffay;NULL;0;Acting
530;1660;Robert Beauvais;NULL;0;Acting
531;1661;Yvonne Claudie;NULL;0;Acting
532;1663;Marie-Jos?phe Yoyotte;11.05.1929;1;Editing
533;1664;Georges Charlot;NULL;0;Production
534;1666;Julie Christie;04/14/1941;1;Acting
535;1675;Irene Blecua;NULL;1;Editing
536;1679;Nozomu Sasaki;01/25/1967;0;Acting
537;1680;Mami Koyama;01/17/1955;1;Acting
538;1682;Hiroshi Ohtake;03/14/1932;0;Acting
539;1684;Yuriko Fuchizaki;12.05.1968;1;Acting
540;1685;Masaaki ?kura;NULL;0;Acting
541;1687;Kazuhiro Kamifuji;NULL;0;Acting
542;1688;Tatsuhiko Nakamura;NULL;0;Acting
543;1689;Fukue It?;NULL;0;Acting
544;1690;Haruyo Kanesaku;NULL;0;Production
545;1691;Shunzo Kato;NULL;0;Production
546;1694;Hiroe Tsukamoto;NULL;0;Production
547;1696;Katsuji Misawa;NULL;0;Camera
548;1698;Kazuo Ebisawa;NULL;0;Art
549;1699;Yuji Ikehata;NULL;0;Art
550;1701;Keiji Muraki;NULL;0;Sound
551;1702;Hiruhiko Ono;NULL;0;Sound
552;1719;Jennifer Alessi;NULL;0;Production
553;1720;Ronna Kress;12/29/1959;1;Production
554;1721;Stephen E. Rivkin;NULL;0;Editing
555;1730;Judith Holstra;NULL;1;Production
556;1734;Annette O'Toole;4.01.1952;1;Acting
557;1740;Tara King;NULL;1;Acting
558;1741;Greta Blackburn;NULL;1;Acting
559;1742;Margot Rose;07/17/1956;1;Acting
