64;98;Gladiator;tt0172495;en;42965;155;7.6;12539;1753;FR;ru;100853753;63000000;1;Action
65;99;All About My Mother;tt0185125;es;13018;101;8.1;1098;1751;GB;ga;230884728;100000000;7;Drama
66;100;Lock, Stock and Two Smoking Barrels;tt0120735;en;9107;105;4.6;4307;1994;US;en;88489643;11000000;17;Thriller
67;101;L?on: The Professional;tt0110413;en;36438;111;5.1;9982;1505;US;en;422610419;65000000;5;Crime
68;102;Open Hearts;tt0315543;da;5386;113;6.3;56;1922;US;en;470653000;7000000;15;Science Fiction
69;103;Taxi Driver;tt0075314;en;30250;114;6.7;7355;2098;AT;en;424988211;150000000;13;Mystery
70;104;Run Lola Run;tt0130827;de;14398;81;6.7;1372;2151;CH;en;139352633;10000000;2;Adventure
71;105;Back to the Future;tt0088763;en;52993;116;6.8;13919;1342;US;fr;152925093;4000000;15;Science Fiction
72;106;Predator;tt0093773;en;40454;107;7.4;4885;108;US;en;35728183;10200000;17;Thriller
73;107;Snatch;tt0208092;en;22792;103;6.5;6054;1925;US;de;321365567;22000000;13;Mystery
74;108;Three Colors: Blue;tt0108394;fr;11277;98;7.7;936;743;HK;fr;332000000;40000000;7;Drama
75;109;Three Colors: White;tt0111507;fr;9597;92;6.1;632;124;GB;en;29400000;350000;14;Romance
76;110;Three Colors: Red;tt0111495;fr;10761;100;6.3;752;1218;CN;en;356296601;15000000;7;Drama
77;111;Scarface;tt0086250;en;36307;170;7.4;7460;1970;US;de;85720385;5000000;12;Music
78;112;Italian for Beginners;tt0243862;da;5798;95;4.3;80;1912;JP;cn;497409852;175000000;5;Crime
79;113;Spring, Summer, Fall, Winter... and Spring;tt0374546;ko;8214;103;5.4;619;2121;UY;ja;214179088;8000000;7;Drama
80;114;Pretty Woman;tt0100405;en;26498;119;8.9;5149;2161;US;hu;504050219;28000000;1;Action
81;115;The Big Lebowski;tt0118715;en;24950;117;9.0;7579;1511;DE;zh;370569774;140000000;17;Thriller
82;116;Match Point;tt0416320;en;17059;124;6.2;2820;1158;PY;en;98267558;15000000;5;Crime
83;117;The Untouchables;tt0094226;en;25470;119;8.2;3700;2101;US;fr;71923560;12000000;7;Drama
84;118;Charlie and the Chocolate Factory;tt0367594;en;51053;115;8.5;10455;1372;US;ja;130290885;40000000;4;Comedy
85;120;The Lord of the Rings: The Fellowship of the Ring;tt0120737;en;60037;178;9.6;17845;982;DE;en;411348924;35000000;15;Science Fiction
86;121;The Lord of the Rings: The Two Towers;tt0167261;en;54544;179;8.6;15411;952;IE;es;184925486;1488423;7;Drama
87;122;The Lord of the Rings: The Return of the King;tt0167260;en;57065;201;8.4;16375;1847;US;en;172989651;92000000;12;Music
88;123;The Lord of the Rings;tt0077869;en;14612;132;7.7;473;1366;US;en;465361176;103000000;14;Romance
89;124;No End;tt0086961;pl;5944;108;4.1;31;2170;US;es;109676311;40000000;7;Drama
90;126;Short Working Day;tt0082631;pl;3359;73;5.6;3;2150;US;de;249348933;48000000;7;Drama
91;127;Blind Chance;tt0084549;pl;5916;123;6.5;91;1045;ES;he;66023329;25000000;4;Comedy
92;128;Princess Mononoke;tt0119698;ja;33772;134;7.7;5086;1705;AT;ar;389925971;18000000;12;Music
93;129;Spirited Away;tt0245429;ja;54270;125;7.4;10262;1903;US;ne;291465034;90000000;7;Drama
94;132;Gimme Shelter;tt0065780;en;7828;90;8.6;95;990;DE;en;371353001;200000000;2;Adventure
95;133;Primary;tt0054205;en;3634;60;8.7;20;1789;US;de;57120318;35000000;17;Thriller
96;134;O Brother, Where Art Thou?;tt0190590;en;19333;106;7.4;2565;575;US;en;0;325000;15;Science Fiction
97;135;Dont Look Back;tt0061589;en;8684;96;6.3;89;1034;US;si;542063846;75000000;4;Comedy
98;136;Freaks;tt0022913;en;9102;62;6.7;645;2027;GB;en;117235147;1000000;9;Fantasy
99;137;Groundhog Day;tt0107048;en;19447;101;6.7;5112;1441;US;de;163876815;10000000;15;Science Fiction
100;138;Dracula;tt0021814;en;11438;72;6.8;658;1016;ES;el;159414369;26500000;7;Drama
101;139;Mifune;tt0164756;da;2774;98;7.4;39;410;FR;en;327311859;33000000;14;Romance
102;140;Bad Education;tt0275491;es;10416;106;6.5;567;787;GB;en;0;10000000;13;Mystery
103;141;Donnie Darko;tt0246578;en;25152;114;7.7;8644;389;FR;xx;164000000;15000000;17;Thriller
104;142;Brokeback Mountain;tt0388795;en;24178;134;6.1;4548;1438;US;ru;150000000;31500000;15;Science Fiction
105;143;All Quiet on the Western Front;tt0020629;en;9219;133;6.3;408;284;DK;es;99318987;66000000;7;Drama
106;144;Wings of Desire;tt0093191;de;9975;128;7.4;715;2115;US;hi;457731198;80000000;17;Thriller
107;145;Breaking the Waves;tt0115751;da;10196;159;4.3;593;1313;DE;en;228738393;110000000;7;Drama
108;146;Crouching Tiger, Hidden Dragon;tt0190332;zh;19683;120;5.4;2035;1864;US;en;28262574;1300000;2;Adventure
109;147;The 400 Blows;tt0053198;fr;12481;99;8.9;1191;1645;US;it;102600000;13000000;1;Action
110;148;The Secret Life of Words;tt0430576;en;8774;112;9.0;127;2264;GB;de;183316455;18500000;10;History
111;149;Akira;tt0094625;ja;29690;124;6.2;2343;1243;US;en;33754967;2777000;7;Drama
112;150;48 Hrs.;tt0083511;en;14462;96;8.2;852;248;FR;ru;223664608;60000000;14;Romance
113;152;Star Trek: The Motion Picture;tt0079945;en;17882;132;8.5;1081;197;PL;en;53000000;20000000;2;Adventure
114;153;Lost in Translation;tt0335266;en;25718;102;9.6;4748;1767;FR;en;180899045;30000000;3;Animation
115;154;Star Trek II: The Wrath of Khan;tt0084726;en;14346;113;8.6;1242;596;PL;en;162091208;65000000;9;Fantasy
116;155;The Dark Knight;tt0468569;en;65354;152;8.4;23458;1989;FR;es;358994850;18000000;1;Action
117;156;Wilbur Wants to Kill Himself;tt0329767;da;4196;111;7.7;54;6;PL;en;484592874;80000000;5;Crime
118;157;Star Trek III: The Search for Spock;tt0088170;en;10504;105;4.1;845;826;CH;en;32000000;806948;17;Thriller
119;158;Knockin' on Heaven's Door;tt0119472;de;6308;87;5.6;282;1351;US;fr;352114312;52000000;7;Drama
120;159;Maybe... Maybe Not;tt0109255;de;5772;90;6.5;60;539;DK;it;263920180;90000000;17;Thriller
121;161;Ocean's Eleven;tt0240772;en;33;116;7.7;8260;431;SE;da;591739379;132000000;11;Horror
122;162;Edward Scissorhands;tt0099487;en;41651;105;7.4;9265;679;KR;en;397850012;150000000;2;Adventure
123;163;Ocean's Twelve;tt0349903;en;31361;125;8.6;5071;760;DE;es;244527583;40000000;1;Action
124;164;Breakfast at Tiffany's;tt0054698;en;16266;115;8.7;2926;499;US;de;25118063;1200000;7;Drama
125;165;Back to the Future Part II;tt0096874;en;33795;108;7.4;8870;170;GB;en;352927224;49000000;14;Romance
126;166;The Party;tt0082100;fr;8865;110;5.4;760;1154;US;ja;21502976;11000000;2;Adventure
127;167;K-PAX;tt0272152;en;17793;120;4.5;1510;1279;IE;en;108981275;3000000;1;Action
128;168;Star Trek IV: The Voyage Home;tt0092007;en;17852;119;6.3;924;1031;LU;en;169332978;150000000;7;Drama
129;169;Predator 2;tt0100403;en;31784;108;4.2;1809;521;GB;es;213893795;6000000;12;Music
130;170;28 Days Later;tt0289043;en;33223;113;8.2;4269;2026;US;en;189015611;63000000;14;Romance
131;171;The Party 2;tt0083686;fr;5831;109;7.6;435;1555;AU;ru;40485039;10000000;2;Adventure
132;172;Star Trek V: The Final Frontier;tt0098382;en;14615;107;8.1;742;1978;GB;fr;242875078;41000000;1;Action
133;173;20,000 Leagues Under the Sea;tt0046672;en;13081;127;4.6;470;1101;US;pl;238207122;125000000;1;Action
134;174;Star Trek VI: The Undiscovered Country;tt0102975;en;26512;113;5.1;794;261;NZ;fr;46357676;17000000;4;Comedy
135;175;The Big Blue;tt0095250;fr;10896;168;6.3;925;48;US;hu;435000000;200000000;5;Crime
136;176;Saw;tt0387564;en;59;103;6.3;6047;2244;NZ;pl;383531464;110000000;6;Documentary
137;177;The Fisher King;tt0101889;en;10433;138;6.7;807;2257;US;fr;351583407;23000000;6;Documentary
138;178;Blown Away;tt0109303;en;11816;121;6.7;294;1324;NZ;en;76066841;70000000;5;Crime
139;179;The Interpreter;tt0373926;en;11199;128;6.8;897;1111;US;es;47383689;60000000;7;Drama
140;180;Minority Report;tt0181689;en;25423;145;7.4;5810;334;ES;da;132180323;50000000;13;Mystery
141;182;The Good German;tt0452624;en;9525;108;6.5;188;1023;GB;it;81979826;4800000;17;Thriller
142;183;The Wizard;tt0098663;en;31260;100;7.7;202;1825;US;ko;210000000;72000000;4;Comedy
143;184;Jackie Brown;tt0119396;en;18546;154;6.1;4244;1169;PL;en;433013274;98000000;1;Action
144;185;A Clockwork Orange;tt0066921;en;30239;137;6.3;8786;1514;PL;en;356830601;15000000;17;Thriller
145;186;Lucky Number Slevin;tt0425210;en;16683;110;7.4;2787;168;PL;he;136766062;54000000;15;Science Fiction
146;187;Sin City;tt0401792;en;26562;124;4.3;5714;24;JP;es;415885488;80000000;2;Adventure
147;189;Sin City: A Dame to Kill For;tt0458481;en;32481;102;5.4;2745;1864;JP;de;229400000;20000000;1;Action
148;191;The State I Am In;tt0248103;de;3024;106;8.9;19;1918;US;en;168840000;29500000;4;Comedy
149;192;The Name of the Rose;tt0091605;en;16225;130;9.0;1929;1895;US;en;336529144;100000000;5;Crime
150;193;Star Trek: Generations;tt0111280;en;12415;118;6.2;836;2076;FR;en;7640680;0;15;Science Fiction
151;194;Am?lie;tt0211915;fr;31733;122;8.2;8009;229;GB;en;350448145;30000000;1;Action
152;195;Trouble in Paradise;tt0023622;en;7814;83;8.5;137;231;US;en;120072577;35000000;2;Adventure
153;196;Back to the Future Part III;tt0099088;en;26061;119;9.6;7110;1866;US;en;295212467;30000000;1;Action
154;197;Braveheart;tt0112573;en;33379;178;8.6;6941;2125;US;en;441818803;140000000;7;Drama
155;198;To Be or Not to Be;tt0035446;en;6811;99;8.4;363;652;US;en;36764313;1000000;2;Adventure
156;199;Star Trek: First Contact;tt0117731;en;16158;111;7.7;1150;1091;US;pl;280000000;80000000;4;Comedy
157;200;Star Trek: Insurrection;tt0120844;en;17902;103;4.1;735;520;DK;pl;352194034;58000000;7;Drama
158;201;Star Trek: Nemesis;tt0253754;en;19153;117;5.6;905;1390;SE;pl;461983149;120000000;4;Comedy
159;203;Mean Streets;tt0070379;en;8919;110;6.5;1317;80;ES;ja;379014294;130000000;5;Crime
160;204;The Wages of Fear;tt0046268;fr;10921;153;7.7;472;1053;US;ja;362744280;110000000;5;Crime
161;205;Hotel Rwanda;tt0395169;en;15;122;7.4;1858;521;CA;en;140767956;28000000;7;Drama
162;206;Paradise Found;tt0287624;en;4623;89;8.6;11;575;US;en;178043761;14000000;1;Action
163;207;Dead Poets Society;tt0097165;en;25853;128;8.7;7452;2209;US;en;311312624;85000000;7;Drama
164;211;Berlin is in Germany;tt0276820;de;2694;97;7.4;7;2119;DE;en;153083102;11000000;14;Romance
165;212;Arsenic and Old Lace;tt0036613;en;10166;118;6.3;528;922;FR;en;366101666;90000000;5;Crime
166;213;North by Northwest;tt0053125;en;18487;136;6.7;2550;309;DK;fr;30641770;3300000;7;Drama
167;214;Saw III;tt0489270;en;30823;114;6.7;2845;2111;FR;de;333000000;28000000;1;Action
168;215;Saw II;tt0432348;en;38305;89;6.8;3399;936;IS;en;83320000;2280000;7;Drama
169;216;Ali: Fear Eats the Soul;tt0071141;de;8537;93;7.4;199;301;NL;fr;72258126;20000000;17;Thriller
170;217;Indiana Jones and the Kingdom of the Crystal Skull;tt0367882;en;22;122;6.5;5616;1805;NO;it;817400891;75000000;2;Adventure
171;218;The Terminator;tt0088247;en;46629;108;7.7;8722;1654;ES;hu;132511035;54000000;4;Comedy
172;219;Volver;tt0441909;es;10771;121;6.1;1039;1462;SE;en;83258226;19000000;15;Science Fiction
173;220;East of Eden;tt0048028;en;7811;115;6.3;423;1392;GB;da;119946358;42000000;8;Family
174;221;Rebel Without a Cause;tt0048545;en;9441;111;7.4;989;774;CN;es;33395426;3200000;15;Science Fiction
175;222;Berlin: Symphony of a Great City;tt0017668;de;3192;69;4.3;53;817;HK;en;474171806;48000000;1;Action
176;223;Rebecca;tt0032976;en;13412;130;5.4;937;636;TW;en;102356381;28000000;2;Adventure
177;224;Man of Marble;tt0075902;pl;4268;165;8.9;37;2008;US;fr;26589000;2200000;17;Thriller
178;225;Man of Iron;tt0082222;pl;5935;147;9.0;31;1464;FR;en;1000000;350000;5;Crime
179;226;Boys Don't Cry;tt0171804;en;11863;118;6.2;828;74;ES;la;23341568;6000000;4;Comedy
180;227;The Outsiders;tt0086066;en;12964;114;8.2;751;1955;JP;de;4000000;3000000;7;Drama
181;228;The Blue Angel;tt0020697;de;6727;108;8.5;166;87;US;de;39723096;9000000;4;Comedy
182;229;The Bride of Frankenstein;tt0026138;en;13767;75;9.6;507;2254;US;fr;25836616;19000000;7;Drama
183;231;Syriana;tt0365737;en;12583;128;8.6;884;359;JP;en;142940100;90000000;13;Mystery
184;232;Rumble Fish;tt0086216;en;8666;94;8.4;379;1304;US;en;101371017;70000000;7;Drama
185;233;The Wanderers;tt0080117;en;35582;117;7.7;110;2268;US;zh;173921954;10000000;13;Mystery
186;234;The Cabinet of Dr. Caligari;tt0010323;de;44084;77;4.1;832;1442;GB;en;211643158;130000000;14;Romance
187;235;Stand by Me;tt0092005;en;20484;89;5.6;3733;489;US;fr;240031094;70000000;1;Action
188;236;Muriel's Wedding;tt0110598;en;43989;106;6.5;249;2061;DK;fr;3301446;1000000;5;Crime
189;237;Young Adam;tt0289635;en;7577;93;7.7;94;1602;FR;en;2859750;1200000;7;Drama
190;238;The Godfather;tt0068646;en;46074;175;7.4;13093;1378;GB;es;170877916;100000000;17;Thriller
191;239;Some Like It Hot;tt0053291;en;18126;122;8.6;2134;78;SE;ja;122200000;10700000;4;Comedy
192;240;The Godfather: Part II;tt0071562;en;31445;202;8.7;7762;1283;US;en;672806292;40000000;7;Drama
193;241;Natural Born Killers;tt0110632;en;18843;119;7.4;2161;1479;DE;en;5800000;0;14;Romance
194;242;The Godfather: Part III;tt0099674;en;29997;170;5.4;3917;2159;DE;ja;224012234;75000000;7;Drama
195;243;High Fidelity;tt0146882;en;17;113;4.5;1273;193;US;en;546388105;125000000;14;Romance
196;244;King Kong;tt0024216;en;15863;104;6.3;846;294;US;en;15304890;35000000;4;Comedy
197;245;About a Boy;tt0276751;en;15729;101;4.2;1553;885;US;en;39407616;65000000;4;Comedy
198;246;Zatoichi;tt0363226;ja;12552;111;8.2;494;980;US;zh;23875127;20000000;5;Crime
199;247;The Killing;tt0049406;en;12958;85;7.6;852;1773;US;en;296655431;63000000;7;Drama
200;248;Pocketful of Miracles;tt0055312;en;5315;136;8.1;88;2038;FR;en;792965326;10500000;17;Thriller
201;249;The War of the Roses;tt0098621;en;9853;116;4.6;709;2148;DE;ru;333011068;110000000;5;Crime
202;250;In China They Eat Dogs;tt0180748;da;12206;91;5.1;151;2;GB;de;65048678;15000000;14;Romance
203;251;Ghost;tt0099653;en;23728;127;6.3;3753;469;US;de;159157447;14000000;5;Crime
204;252;Willy Wonka & the Chocolate Factory;tt0067992;en;25668;100;6.7;2150;1451;US;it;6979093;6000000;7;Drama
205;253;Live and Let Die;tt0070328;en;16794;121;6.7;1199;2021;US;en;155721132;24000000;10;History
206;254;King Kong;tt0360717;en;42101;187;6.8;5492;549;GB;en;401128639;145000000;17;Thriller
207;255;Stolen Kisses;tt0062695;fr;5995;90;7.4;216;8;FR;fr;441286195;25000000;2;Adventure
208;256;Antoine and Colette;tt1180329;fr;7203;32;6.5;118;370;US;it;456758981;140000000;4;Comedy
209;257;Oliver Twist;tt0380599;en;35704;130;7.7;837;1260;US;nl;34266564;7000000;8;Family
210;258;Bed and Board;tt0065651;fr;7493;97;6.1;122;428;US;zh;5923044;3600000;9;Fantasy
211;259;Love on the Run;tt0078771;fr;6013;93;6.3;95;995;FR;en;121214377;105000000;2;Adventure
212;260;The 39 Steps;tt0026029;en;8436;86;7.4;537;98;IT;en;341631208;46000000;9;Fantasy
213;261;Cat on a Hot Tin Roof;tt0051459;en;7871;108;4.3;437;358;US;pt;307077295;55000000;1;Action
214;262;The King of Comedy;tt0085794;en;9424;109;5.4;1253;1246;US;en;46836394;25000000;2;Adventure
215;265;Lili Marleen;tt0082661;de;3192;120;8.9;30;1128;US;fr;46189568;15000000;9;Fantasy
216;266;Contempt;tt0057345;fr;43899;103;9.0;436;2159;US;en;74558115;35000000;1;Action
217;267;Live Flesh;tt0118819;es;8096;103;6.2;320;1438;FR;en;85182160;7000000;2;Adventure
218;268;Batman;tt0096895;en;42969;126;8.2;5045;1003;DE;fi;152159461;30000000;9;Fantasy
219;269;Breathless;tt0053472;fr;28034;90;8.5;999;2182;GB;en;59600000;950000;1;Action
220;270;Wir sagen Du! Schatz.;tt0997275;de;1065;98;9.6;4;1518;US;es;411006740;25000000;2;Adventure
221;271;Ronia, The Robber's Daughter;tt0088015;sv;7395;126;8.6;108;56;US;en;30332385;4000000;3;Animation
222;272;Batman Begins;tt0372784;en;51325;140;8.4;15041;1275;US;fr;97572000;7000000;9;Fantasy
223;273;The White Sound;tt0276617;de;3174;107;7.7;35;1754;US;en;786636033;185000000;7;Drama
224;274;The Silence of the Lambs;tt0102926;en;8873;119;4.1;10965;1475;US;en;574480841;110000000;7;Drama
225;275;Fargo;tt0116282;en;23;98;5.6;5094;1615;GB;en;358372926;102000000;16;TV Movie
226;276;The Edukators;tt0408777;de;6789;127;6.5;215;1676;US;en;119723856;4000000;7;Drama
227;277;Underworld;tt0320691;en;26634;121;7.7;4555;1129;DE;it;111476513;50000000;2;Adventure
228;278;The Shawshank Redemption;tt0111161;en;26634;142;7.4;17301;890;US;fr;28000000;2479000;9;Fantasy
229;279;Amadeus;tt0086879;en;26634;160;8.6;2712;1146;US;en;30925690;40000000;3;Animation
230;280;Terminator 2: Judgment Day;tt0103064;en;43827;137;8.7;8560;138;US;en;270000000;17000000;3;Animation
231;281;Strange Days;tt0114558;en;11887;145;7.4;759;188;DE;en;187436818;60000000;8;Family
232;284;The Apartment;tt0053604;en;11887;125;6.3;1277;657;FR;fr;138530565;6000000;9;Fantasy
233;285;Pirates of the Caribbean: At World's End;tt0449088;en;44734;169;6.7;10250;319;IT;en;33395426;5800000;6;Documentary
234;286;Germany: A Summer's Fairytale;tt0853060;de;2543;110;6.7;35;1082;DE;pt;24000000;5000000;12;Music
235;287;Bull Durham;tt0094812;en;9827;108;6.8;345;1566;US;en;67312826;60000000;6;Documentary
236;288;High Noon;tt0044706;en;30926;85;7.4;863;728;FR;sv;478207520;110000000;2;Adventure
237;289;Casablanca;tt0034583;en;21851;102;6.5;3354;1823;DE;en;363889678;42000000;4;Comedy
238;290;Barton Fink;tt0101410;en;11317;116;7.7;1032;115;US;de;96976270;68000000;5;Crime
239;291;Riding Giants;tt0389326;en;6384;105;6.1;30;1622;US;zh;217764291;65000000;6;Documentary
240;292;Dave Chappelle's Block Party;tt0425598;en;8353;100;6.3;73;1329;US;ru;9644124;3180000;12;Music
241;293;A River Runs Through It;tt0105265;en;11384;123;7.4;616;402;US;en;119188334;25000000;7;Drama
242;294;Desert Hearts;tt0089015;en;9137;91;4.3;74;799;US;it;14980005;3000000;11;Horror
243;296;Terminator 3: Rise of the Machines;tt0181852;en;28271;109;5.4;4510;1593;US;en;131282949;35000000;14;Romance
244;297;Meet Joe Black;tt0119643;en;21855;178;8.9;3094;1350;US;en;123218424;70000000;9;Fantasy
245;298;Ocean's Thirteen;tt0496806;en;30277;122;9.0;4449;925;US;en;245676146;80000000;7;Drama
246;299;Ocean's Eleven;tt0054135;en;9516;127;6.2;194;181;FR;en;10000000;672000;4;Comedy
247;300;The Science of Sleep;tt0354899;fr;21429;105;8.2;475;320;IT;en;102272727;6000000;7;Drama
248;301;Rio Bravo;tt0053221;en;24834;141;8.5;660;866;CA;de;76347426;10500000;9;Fantasy
249;302;Swimming Pool;tt0324133;en;10658;102;9.6;397;1537;IT;pt;177427090;70000000;11;Horror
250;303;Notorious;tt0038787;en;10704;103;8.6;905;334;RW;en;65569869;20000000;7;Drama
251;306;Beverly Hills Cop III;tt0109254;en;12403;105;8.4;1101;252;ZA;la;261572744;18000000;4;Comedy
252;307;Rome, Open City;tt0038890;it;11702;103;7.7;465;564;GB;en;1574623;1000000;14;Romance
253;308;Broken Flowers;tt0412019;en;11268;106;4.1;801;538;US;fr;0;0;5;Crime
254;309;The Celebration;tt0154420;da;10993;105;5.6;532;947;AU;ru;302710615;45000000;7;Drama
255;310;Bruce Almighty;tt0315327;en;39924;101;6.5;7913;1739;DE;en;0;0;14;Romance
256;311;Once Upon a Time in America;tt0087843;en;24958;229;7.7;3215;1628;FR;en;69995385;15000000;17;Thriller
257;312;Beyond Silence;tt0116692;de;4063;109;7.4;34;194;GB;en;767820459;125000000;13;Mystery
258;313;Snow Cake;tt0448124;en;8403;112;8.6;103;125;US;fr;9440272;1800000;9;Fantasy
259;314;Catwoman;tt0327554;en;24373;104;8.7;2326;1472;DE;la;147298761;14500000;7;Drama
260;315;Faster, Pussycat! Kill! Kill!;tt0059170;en;9129;84;7.4;166;778;US;gd;650422;1300000;13;Mystery
261;316;Grill Point;tt0304126;de;2044;111;5.4;13;1822;US;de;0;0;7;Drama
262;317;Grbavica: The Land of My Dreams;tt0464029;bs;2588;90;4.5;38;125;US;en;227853986;25000000;14;Romance
263;318;The Million Dollar Hotel;tt0120753;en;8789;122;6.3;193;39;US;en;261317921;65000000;7;Drama
264;319;True Romance;tt0108399;en;18223;120;4.2;1669;649;DE;en;25000000;2883848;18;War
265;320;Insomnia;tt0278504;en;15712;118;8.2;3007;982;US;en;783766341;200000000;7;Drama
266;321;Mambo Italiano;tt0330602;en;8175;92;7.6;51;2004;GB;en;225933435;10000000;9;Fantasy
267;322;Mystic River;tt0327056;en;15586;138;8.1;4148;1853;US;it;142400065;75000000;14;Romance
268;326;Snakes on a Plane;tt0417148;en;16105;105;4.6;1103;1256;ES;fr;127906624;55000000;7;Drama
269;327;Brother;tt0222851;en;11231;114;5.1;221;1587;US;en;244931766;40000000;14;Romance
270;329;Jurassic Park;tt0107290;en;11231;127;8.1;11284;593;US;es;32222567;8500000;2;Adventure
271;330;The Lost World: Jurassic Park;tt0119567;en;1694;129;6.3;5698;453;DE;it;181674817;160000000;7;Drama
272;331;Jurassic Park III;tt0163025;en;1202;92;6.7;4844;335;US;de;229736344;25000000;1;Action
273;332;Inspector Gadget;tt0141369;en;12867;78;6.7;808;36;PL;en;235860116;16400000;14;Romance
274;334;Magnolia;tt0175880;en;16037;189;6.8;2179;197;PL;fr;146292009;15000000;7;Drama
275;335;Once Upon a Time in the West;tt0064116;it;20814;166;7.4;2733;5;US;en;938212738;150000000;7;Drama
276;336;Duck, You Sucker;tt0067140;it;10508;157;6.5;599;1100;US;en;38122105;27000000;14;Romance
277;337;Monsieur Ibrahim;tt0329388;fr;6108;94;7.7;83;943;DE;de;449220945;140000000;3;Animation
278;338;Good Bye Lenin!;tt0301357;de;14949;121;6.1;1516;1087;US;en;83557872;10000000;15;Science Fiction
279;339;Night on Earth;tt0102536;en;41548;129;6.3;467;970;US;en;235926552;100000000;1;Action
280;340;Everything is Illuminated;tt0404030;en;10377;106;7.4;497;217;US;en;281929795;25000000;17;Thriller
281;341;A Crime;tt0489010;en;4882;103;4.3;19;746;US;en;92913171;40000000;1;Action
282;342;Summer Storm;tt0420206;de;7043;98;5.4;130;2;DE;ar;82102379;100000000;4;Comedy
283;343;Harold and Maude;tt0067185;en;8046;91;8.9;631;332;US;de;51881013;23000000;5;Crime
